,F_value,pvalue,value_counts,subsystem,name,alleles_sim,genes,reaction
NAGINSP,0.04991123485722431,0.826231831058315,"[(0.0, 15), (0.25057411193847656, 1), (0.20522427558898926, 1)]",Inositol phosphate metabolism,MNXR61204,['Rv0486'],['Rv0486'],h_c + mi3p__D_c + uacgam_c --> iacgam3p_c + udp_c
NAGINS,0.04991071563185352,0.8262327190188441,"[(0.0, 15), (0.31859254837036133, 1), (0.26093292236328125, 1)]",Redox Metabolism,MNXR21171,,[],h2o_c + iacgam3p_c <=> 2.0 h_c + iacgam_c + pi_c
IGAMD,0.04991066475774233,0.8262328060221769,"[(0.0, 15), (0.31859278678894043, 1), (0.26093316078186035, 1)]",Sulfur metabolism,1D-myo-inositol 2-Acetamido-2-deoxy-D-glucopyranoside deacetylase,,['Rv1170'],h2o_c + iacgam_c --> ac_c + igam_c
ATPS4r,0.04657249594354015,0.8320456146597367,"[(0.745218913910433, 1), (0.1955211150036229, 1), (0.5280389836786826, 1), (0.44551906517087714, 1), (0.671999893390101, 1), (0.6391643975770658, 1), (0.6616200776605637, 1), (0.47549244685700254, 1), (0.9311272161162996, 1), (0.7297862021196329, 1), (0.9153393140436186, 1), (0.6348291845353, 1), (0.4760754724923406, 1), (0.6780270304942341, 1), (0.4502436730232151, 1), (0.9192214499976978, 1), (0.7258331515679829, 1)]",Oxidative Phosphorylation,ATP synthase (four protons for one ATP),,"['Rv1310', 'Rv1305', 'Rv1308', 'Rv1309', 'Rv1306', 'Rv1307', 'Rv1304', 'Rv1311']",adp_c + 4.0 h_e + pi_c <=> atp_c + h2o_c + 3.0 h_c
CYSK2_I,0.04643962848297197,0.8322814375076516,"[(1.0, 9), (2.220446049250313e-16, 7), (0.0, 1)]",Cysteine and methionine metabolism,O-Phospho-L-Serine-dependent S-Suflocysteine Synthase,['Rv0848'],['Rv0848'],h_c + pser__L_c + tsul_c --> pi_c + scys__L_c
CYTBD,0.03896481223311428,0.846168348129449,"[(0.4600765410360279, 1), (0.44556413521172633, 1), (0.05899849631372156, 1), (0.5162694041359345, 1), (0.009389848286865066, 1), (0.9144976582823212, 1), (0.009388020979415934, 1), (0.009388020979401612, 1), (0.9291196953214427, 1), (0.00602979248239599, 1), (0.9198074063321813, 1), (0.9069306511246009, 1), (0.006029792482347585, 1), (0.01365520928692543, 1), (0.00938802097941882, 1), (0.032147200765153205, 1), (0.457330181741326, 1)]",Redox Metabolism,cytochrome oxidase bd (ubiquinol-8: 2 protons),,"['Rv1620c', 'Rv1622c', 'Rv1621c']",2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_e + q8_c
G16MTM6,0.028462998271007126,0.868278825481326,"[(7.770192267386733e-10, 2), (6.875887637036726e-10, 1), (1.0822571727686636e-09, 1), (0.9999999995416016, 1), (1.1583207726317823e-09, 1), (7.191628403901973e-10, 1), (0.9999999997637099, 1), (0.9999999995088757, 1), (7.123531764463564e-10, 1), (7.122216150179383e-10, 1), (7.769431764614865e-10, 1), (7.866843843018501e-10, 1), (0.9999999994050224, 1), (8.0240458721903e-10, 1), (0.9999999995415916, 1), (0.999999999518997, 1)]",Fatty Acid Metabolism,G16MTM6,,['Rv2188c'],PIM1_c + gdpmann_c --> PIM2_c + gdp_c + h_c
DMPPS,0.028462998161139223,0.8682788257329869,"[(1.0, 6), (3.348219479448744e-10, 1), (3.793811931274149e-10, 1), (3.8184155837228673e-10, 1), (5.945227643522344e-10, 1), (3.476899879117923e-10, 1), (3.4780556212865577e-10, 1), (3.4776082014076337e-10, 1), (3.7563796517758874e-10, 1), (2.4710156143470385e-10, 1), (3.9177638910814494e-10, 1), (3.5707281575980687e-10, 1)]",Cofactor and Prosthetic Group Biosynthesis,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),,['Rv1110'],h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c
MANAT2,0.028462998156489883,0.8682788257436357,"[(1.0, 6), (3.853155572386413e-10, 2), (3.409680315868968e-10, 1), (5.366800337469613e-10, 1), (5.743991948747862e-10, 1), (3.56625173836278e-10, 1), (3.532484305068806e-10, 1), (3.5318337143763756e-10, 1), (3.8527836476731636e-10, 1), (3.9010861208055303e-10, 1), (3.9790415407026103e-10, 1)]",Fatty Acid Metabolism,MANAT2,,['Rv2611c'],PIM2_c + pmtcoa_c --> Ac1PIM2_c + coa_c
IPDDI,0.02846299804921824,0.8682788259893539,"[(1.0, 11), (4.2175163361690693e-10, 1), (2.727191805718121e-10, 1), (4.5889136934818e-10, 1), (2.7838797933554815e-10, 1), (2.727108538991274e-10, 1), (2.727111869660348e-10, 1)]",Polyprenyl Metabolism,isopentenyl-diphosphate D-isomerase,,['Rv1745c'],ipdp_c <=> dmpp_c
G16MTM2,0.028462998043838887,0.8682788260016759,"[(1.0, 11), (1.34351640923569e-10, 1), (3.528379810546767e-10, 1), (1.0215994716844534e-10, 1), (0.0, 1), (1.3434198198325475e-10, 1), (1.121159831640739e-10, 1)]",Glycerophospholipid metabolism,Glycolipid 16-alpha-D-mannosyltransferase,,['Rv2188c'],Ac1PIM1_c + gdpmann_c --> Ac1PIM2_c + gdp_c + h_c
MANAT1,0.02846299800816548,0.8682788260833892,"[(0.9999999999401188, 2), (0.9999999999260744, 1), (0.9999999999880547, 1), (1.768998281193035e-10, 1), (1.0, 1), (0.9999999999310327, 1), (4.645785978141248e-10, 1), (1.3451317837365195e-10, 1), (0.9999999999299634, 1), (0.9999999999299428, 1), (0.999999999940107, 1), (0.9999999999416367, 1), (0.0, 1), (0.9999999999441056, 1), (1.768870605545203e-10, 1), (1.4762235878151841e-10, 1)]",Fatty Acid Metabolism,MANAT1,,['Rv2611c'],PIM1_c + pmtcoa_c --> Ac1PIM1_c + coa_c
IPDPS,0.028462997002230404,0.8682788283875902,"[(2.4956369415463087e-08, 2), (0.9999999976694323, 1), (2.6448311984950124e-08, 1), (2.4956458233305057e-08, 1), (2.681292521344858e-08, 1), (0.9999999980697876, 1), (0.9999999981271195, 1), (1.0, 1), (0.999999997784931, 1), (0.9999999977864977, 1), (0.9999999977858707, 1), (0.9999999980702459, 1), (2.500576634645313e-08, 1), (0.9999999968817317, 1), (0.9999999981814138, 1), (0.9999999980929832, 1)]",Polyprenyl Metabolism,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),,['Rv3382c'],h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c
MYCSacp56,0.026284361694831483,0.8733715297528699,"[(0.11398837342858315, 9), (0.1013670340180397, 2), (0.10140129551291466, 1), (0.10136697813868523, 1), (0.11979732289910316, 1), (0.10738390311598778, 1), (0.07119287177920341, 1), (0.09829928725957882, 1)]",Mycolic Acid Biosynthesis,MYCSacp56,"['Rv1483', 'Rv2245']","['Rv1483', 'Rv0098', 'Rv2246', 'Rv2245']",42.0 h_c + hexc_c + 15.0 malACP_c + 30.0 nadph_c --> 14.0 ACP_c + 15.0 co2_c + 16.0 h2o_c + mmeroacidACP_c + 30.0 nadp_c
DHNPA,0.016042785732450146,0.900891655127653,"[(1.0, 4), (6.854572764947164e-08, 1), (6.357485959895826e-08, 1), (6.816778175267046e-08, 1), (3.740210463565319e-08, 1), (6.838758759286634e-08, 1), (5.256194135494496e-08, 1), (5.2561975771858727e-08, 1), (5.259816238112336e-08, 1), (8.93241446364712e-08, 1), (2.2144963640613469e-10, 1), (6.816914321916556e-08, 1), (7.517706601678498e-08, 1), (4.108783002720884e-08, 1)]",Folate Metabolism,DHNPA,,['Rv3607c'],dhnpt_c --> 2ahhmp_c + gcald_c
HPPK,0.016042785732450146,0.900891655127653,"[(1.0, 4), (6.854572764947164e-08, 1), (6.357485959895826e-08, 1), (6.816778175267046e-08, 1), (3.740210463565319e-08, 1), (6.838758759286634e-08, 1), (5.256194135494496e-08, 1), (5.2561975771858727e-08, 1), (5.259816238112336e-08, 1), (8.93241446364712e-08, 1), (2.2144963640613469e-10, 1), (6.816914321916556e-08, 1), (7.517706601678498e-08, 1), (4.108783002720884e-08, 1)]",Folate Metabolism,HPPK,,['Rv3606c'],2ahhmp_c + atp_c --> 2ahhmd_c + amp_c + h_c
FOLD3,0.016042785732448505,0.9008916551276581,"[(1.0, 4), (6.854572742742704e-08, 1), (6.357485915486905e-08, 1), (6.816778141960356e-08, 1), (3.7402104413608583e-08, 1), (6.838758714877713e-08, 1), (5.256194079983345e-08, 1), (5.256197543879182e-08, 1), (5.259816204805645e-08, 1), (8.93241444144266e-08, 1), (2.2144919231692484e-10, 1), (6.816914277507635e-08, 1), (7.517706557269577e-08, 1), (4.108782958311963e-08, 1)]",Folate Metabolism,dihydropteroate synthase,,"['Rv3608c', 'Rv1207']",2ahhmd_c + 4abz_c --> dhpt_c + ppi_c
DHNPA2,0.016042771392692376,0.9008916991694756,"[(1.0, 13), (8.55311147462956e-08, 1), (8.55732329441139e-08, 1), (1.7182684608485488e-08, 1), (8.538452300754784e-08, 1)]",Folate Metabolism,,,['Rv3607c'],dhnpt_c --> 6hmhpt_c + gcald_c
HPPK2,0.016042771392692376,0.9008916991694756,"[(1.0, 13), (8.55311147462956e-08, 1), (8.55732328330916e-08, 1), (1.7182684608485488e-08, 1), (8.538452300754784e-08, 1)]",Folate Metabolism,6-hydroxymethyl-dihydropterin pyrophosphokinase,,['Rv3606c'],6hmhpt_c + atp_c --> 6hmhptpp_c + amp_c + h_c
DHPS2,0.016042771392672968,0.900891699169532,"[(0.999999999995721, 12), (8.55311146352733e-08, 1), (8.55732328330916e-08, 1), (1.7182684386440883e-08, 1), (8.538452278550324e-08, 1), (0.9999999999955953, 1)]",Folate Metabolism,dihydropteroate synthase,,"['Rv3608c', 'Rv1207']",4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c
CAT,0.016021167741764406,0.9009580733990006,"[(0.999999999999904, 8), (0.0, 4), (0.9997604296128563, 2), (0.4996325336217041, 1), (1.0, 1), (0.9999999999999036, 1)]",Redox Metabolism,catalase,['Rv1908c'],['Rv1908c'],2.0 h2o2_c --> 2.0 h2o_c + o2_c
MALS,0.01490312965722802,0.9044574530133184,"[(1.0, 13), (0.9999978363318601, 1), (0.9999978363314815, 1), (0.9999978363318428, 1), (0.9999978363318824, 1)]",Pyruvate Metabolism,malate synthase,,['Rv1837c'],accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c
ASPO6,0.011673751200829531,0.915391884507172,"[(0.999999999999904, 9), (0.9997592660763106, 1), (0.2119850305939529, 1), (0.49720216640750026, 1), (0.9997592659800197, 1), (0.9952150071300392, 1), (0.9952150071298062, 1), (0.49720216640762716, 1), (0.9999999999996717, 1)]","Alanine, Aspartate, and Glutamate Metabolism",L-aspartate oxidase,,['Rv1595'],asp__L_c + o2_c --> h2o2_c + h_c + iasp_c
PYK,0.008747557289322402,0.9267216454812646,"[(0.8817335188598528, 7), (0.9753049788576544, 2), (0.06307262678740277, 1), (0.49032223904655525, 1), (0.9333523481549266, 1), (0.9883734033002385, 1), (0.9744456134608952, 1), (0.9788205200501753, 1), (0.9194027256231417, 1), (0.6984923709464232, 1)]",Glycolysis/Gluconeogenesis,pyruvate kinase,['Rv1617'],['Rv1617'],adp_c + h_c + pep_c --> atp_c + pyr_c
NNDPR,0.0071609803325788654,0.933680556966061,"[(0.0, 1), (1.8584023209200495e-12, 1), (0.4995927139649958, 1), (0.4995927139658647, 1), (0.9999999999657252, 1), (0.9999999999655104, 1), (0.4995927139660401, 1), (0.9999999999655347, 1), (0.9999999999652763, 1), (0.49959271396484084, 1), (0.4995927139649955, 1), (0.4995927139648556, 1), (0.4995927139643127, 1), (0.49959271396512306, 1), (0.4995927139649847, 1), (0.9999999999656929, 1), (0.9999999999655824, 1)]",Pantothenate and CoA Metabolism,nicotinate-nucleotide diphosphorylase (carboxylating),,['Rv1596'],2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c
QULNS,0.0071609803325788654,0.933680556966061,"[(0.0, 1), (1.8584023209200495e-12, 1), (0.4995927139649957, 1), (0.4995927139658646, 1), (0.9999999999657252, 1), (0.9999999999655104, 1), (0.49959271396604, 1), (0.9999999999655347, 1), (0.9999999999652762, 1), (0.49959271396484084, 1), (0.4995927139649954, 1), (0.4995927139648555, 1), (0.4995927139643127, 1), (0.49959271396512295, 1), (0.4995927139649846, 1), (0.9999999999656929, 1), (0.9999999999655824, 1)]",Pantothenate and CoA Metabolism,quinolinate synthase,,['Rv1594'],dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c
NAPRTr,0.007160980332225914,0.9336805569676855,"[(0.5004072860183445, 9), (0.0, 6), (1.0, 1), (0.9999999999998344, 1)]",Pantothenate and CoA Metabolism,,,"['Rv1330c', 'Rv0573c']",h_c + nac_c + prpp_c <=> nicrnt_c + ppi_c
DM_ncam_c,0.0071609803322137565,0.9336805569677394,"[(0.4995927139816555, 9), (1.0, 6), (0.0, 2)]",Intracellular demand,ncam_c Demand reaction,,[],ncam_c --> 
NNAM,0.00716098033220585,0.933680556967778,"[(0.5004072860184638, 9), (2.3880897259687117e-13, 6), (1.0, 2)]",Pantothenate and CoA Metabolism,Nicotinamidase,['Rv2043c'],['Rv2043c'],h2o_c + ncam_c <=> nac_c + nh4_c
FPRA,0.007093443314654703,0.9339932440849235,"[(1.0, 11), (0.27608073975373737, 1), (0.8120200949774932, 1), (0.26566202893107693, 1), (0.45610554900826594, 1), (0.2656416027557106, 1), (0.5415412431359987, 1)]",Cofactor and Prosthetic Group Biosynthesis,R01195,,"['Rv3106', 'Rv0886']",fdxrd_c + h_c + nadp_c --> fdxox_c + nadph_c
EX_phe_L,0.004498547783531983,0.9474108512102833,"[(1.0, 7), (0.02329721864414358, 1), (0.023297218640578432, 1), (4.440003920080926e-12, 1), (0.6131576915472619, 1), (0.02329721864583656, 1), (0.023297218645335183, 1), (0.02329721864352796, 1), (0.023297218643529405, 1), (0.15257292509034193, 1), (7.69584396209666e-12, 1)]",Exchange,,,[],phe__L_e --> 
PHEt2r,0.0044985477835283935,0.9474108512103028,"[(0.0, 7), (0.9767027813558563, 1), (0.9767027813594215, 1), (0.9999999999955601, 1), (0.3868423084527379, 1), (0.9767027813541634, 1), (0.976702781354679, 1), (0.9767027813564719, 1), (0.9767027813564706, 1), (0.8474270749096581, 1), (0.999999999992304, 1)]",Transport,L-phenylalanine reversible transport via proton symport,,[],h_e + phe__L_e <=> h_c + phe__L_c
PC,0.003685792708377658,0.9523911018885087,"[(1.0, 15), (0.9229190812099781, 1), (0.9054229436522094, 1)]",Citric Acid Cycle,pyruvate carboxylase,,['Rv2967c'],atp_c + hco3_c + pyr_c --> adp_c + h_c + oaa_c + pi_c
PSERT,0.00014834197335887158,0.9904428648712522,"[(0.0, 11), (0.6849369717148415, 1), (0.9547306718722011, 1), (0.9531681222661688, 1), (0.9999999999976369, 1), (0.6849369716977896, 1), (0.684936971696998, 1)]",Glycolysis/Gluconeogenesis,phosphoserine transaminase,,['Rv0884c'],3php_c + glu__L_c --> akg_c + pser__L_c
PGCD,0.00014834197335887147,0.9904428648712522,"[(0.0, 11), (0.6849369717148415, 1), (0.9547306718722011, 1), (0.9531681222661688, 1), (0.9999999999976376, 1), (0.6849369716977896, 1), (0.684936971696998, 1)]",Glycolysis/Gluconeogenesis,phosphoglycerate dehydrogenase,['Rv2996c'],"['Rv2996c', 'Rv0728c']",3pg_c + nad_c --> 3php_c + h_c + nadh_c
PSP_L,0.00014488520155112755,0.9905548690808561,"[(0.00027214620575144455, 6), (0.6850227149046341, 1), (0.9547429917480277, 1), (0.00027214620442139736, 1), (0.00027214620442184145, 1), (0.0002721462057779789, 1), (0.9529108065288483, 1), (0.9999999999976363, 1), (0.6850227149050957, 1), (0.00027214620575155557, 1), (0.0002721462044231737, 1), (0.6850227149043044, 1)]",Glycolysis/Gluconeogenesis,phosphoserine phosphatase (L-serine),,"['Rv0018c', 'Rv3042c', 'Rv0505c']",h2o_c + pser__L_c --> pi_c + ser__L_c
ASPO5,3.7115758194558446e-05,0.9952193884513222,"[(1.0, 4), (0.0, 1), (0.7879639251309417, 1), (0.49708109676798673, 1), (0.995454646929558, 1), (0.4970810967682021, 1), (0.9952138549426846, 1), (0.4970810967670083, 1), (0.49708109676716117, 1), (0.49708109676696166, 1), (0.4970810967664827, 1), (0.4970810967671516, 1), (0.9952138549428421, 1), (0.9952138549429644, 1)]","Alanine, Aspartate, and Glutamate Metabolism",L-aspartate oxidase,,['Rv1595'],asp__L_c + fum_c --> h_c + iasp_c + succ_c
ARGt5r,0.0,1.0,"[(0.7208048862584139, 17)]",Transport,ARGt5r,,['Rv2320c'],arg__L_e <=> arg__L_c
BDH,0.0,1.0,"[(0.0012892023952187914, 17)]",Pyruvate Metabolism,BDH,,[],bhb_c + nad_c <=> acac_c + h_c + nadh_c
FRD3,0.0,1.0,"[(0.999999999999982, 17)]",Citric Acid Cycle,Fumarate reductase,,"['Rv0248c', 'Rv3316', 'Rv3319', 'Rv3318', 'Rv3317', 'Rv0247c']",2dmmql8_c + fum_c --> 2dmmq8_c + succ_c
H2St1,0.0,1.0,"[(0.7665781407562771, 17)]",Transport,H2St1,,[],h2s_c --> h2s_e
METOX1s,0.0,1.0,"[(0.9999999999999741, 17)]",Cysteine and methionine metabolism,Methionine oxidation (spontaneous),,['none'],h2o2_c + met__L_c --> h2o_c + metsox__S__L_c
METSOXR1,-0.0,1.0,"[(0.9999999999999997, 17)]",Other Amino Acid Metabolism,L-methionine-S-oxide reductase,,['Rv0137c'],metsox__S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
NADH9,0.0,1.0,"[(0.999999999999998, 16), (1.0, 1)]",Oxidative Phosphorylation,NADH dehydrogenase (demethylmenaquinone-8 & 0 protons),['Rv3156'],"['Rv3148', 'Rv3152', 'Rv0082', 'Rv3146', 'Rv3147', 'Rv3157', 'Rv3145', 'Rv3155', 'Rv3156', 'Rv3158', 'Rv3149', 'Rv3150', 'Rv3151', 'Rv3154', 'Rv3153']",2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c
NTD2,-0.0,1.0,"[(0.006734305237424243, 17)]",Purine and Pyrimidine Biosynthesis,5'-nucleotidase (UMP),,[],h2o_c + ump_c --> pi_c + uri_c
CHOD,-0.0,1.0,"[(0.8628789191342445, 17)]",Cholesterol degradation,MNXR6103,,['Rv3409c'],chsterol_c + o2_c --> chol4en3one_c + h2o2_c
THMP,0.0,1.0,"[(0.6863577564761684, 17)]",Cofactor and Prosthetic Group Biosynthesis,thiamin phosphatase,,[],h2o_c + thmmp_c --> pi_c + thm_c
HETZK,-5.0,,"[(0.0052631578947370805, 17)]",Cofactor and Prosthetic Group Biosynthesis,hydroxyethylthiazole kinase,,[],4mhetz_c + atp_c <=> 4mpetz_c + adp_c + h_c
NH4OHDs,-7.5,,"[(0.9999999999997029, 16), (0.9999999999997138, 1)]",Other Amino Acid Metabolism,NH4OH dissociation,,[],h_c + nh4oh_c <=> h2o_c + nh4_c
BPNT2,-7.5,,"[(0.47822077499837146, 17)]",Sulfur metabolism,"3',5'-bisphosphate nucleotidase (paps)",,['Rv2131c'],h2o_c + paps_c --> aps_c + pi_c
FAS161,-15.0,,"[(0.9890350856471429, 17)]",Fatty Acid Metabolism,Fatty acid synthase  n C161 ,['Rv1484'],"['Rv1350', 'Rv2524c', 'Rv2947c', 'Rv1484']",4.0 h_c + malcoa_c + 3.0 nadph_c + o2_c + ttdca_c --> co2_c + coa_c + 3.0 h2o_c + hdcea_c + 3.0 nadp_c
GLYCTO4,-15.0,,"[(0.9999999999676122, 16), (0.9999999999969712, 1)]",Glyoxylate Metabolism,Glycolate oxidase,,['Rv1257c'],2dmmq8_c + glyclt_c --> 2dmmql8_c + glx_c
DRBK,-15.0,,"[(0.046483662310401574, 17)]",Pentose Phosphate Pathway,Deoxyribokinase,,[],2dr5p_c + adp_c + h_c <=> atp_c + drib_c
TRPTA,-30.0,,"[(0.07707021649763479, 17)]",Other Amino Acid Metabolism,Tryptophan transaminase,,[],akg_c + trp__L_c <=> glu__L_c + indpyr_c
GMHEPK,-inf,,"[(0.8679329591680398, 17)]",Membrane Metabolism,,,['Rv0115'],atp_c + gmhep7p_c --> adp_c + gmhep17bp_c + h_c
GMHEPPA,-inf,,"[(0.8679329591680398, 17)]",Lipopolysaccharide Biosynthesis / Recycling,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase",,['Rv0114'],gmhep17bp_c + h2o_c --> gmhep1p_c + pi_c
DM_gmhep1p_c,-inf,,"[(0.8679329591680398, 17)]",Intracellular demand,gmhep1p_c Demand reaction,,[],gmhep1p_c --> 
2AGPEAT180,,,"[(1.0, 17)]",Fatty Acid Metabolism,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0),,[],2agpe180_c + atp_c + ocdca_c --> amp_c + pe180_c + ppi_c
ABTA,,,"[(1.0, 17)]","Alanine, Aspartate, and Glutamate Metabolism",4-aminobutyrate transaminase,,['Rv2589'],4abut_c + akg_c --> glu__L_c + sucsal_c
ACBIPGT,,,"[(1.0, 17)]",Cofactor and Prosthetic Group Biosynthesis,Adenosyl cobinamide phosphate guanyltransferase,,['Rv0254c'],adocbip_c + gtp_c + h_c --> agdpcbi_c + ppi_c
ACGK,,,"[(0.9999999999919168, 5), (0.9999999999918937, 2), (0.9999999999918849, 1), (0.9999999999920257, 1), (0.9999999999920528, 1), (0.9999999999918961, 1), (0.999999999992074, 1), (0.9999999999918928, 1), (0.9999999999919202, 1), (0.9999999999918202, 1), (0.9999999999919258, 1), (0.9999999999918809, 1)]",Arginine and Proline Metabolism,acetylglutamate kinase,,['Rv1654'],acglu_c + atp_c --> acg5p_c + adp_c
ACP1_FMN,,,"[(1.0, 17)]",Riboflavin Metabolism,ACP1 FMN,,['Rv3310'],fmn_c + h2o_c --> pi_c + ribflv_c
ACS,,,"[(1.0, 17)]",Glycolysis/Gluconeogenesis,acetyl-CoA synthetase,,['Rv3667'],ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c
ACS2,,,"[(1.0, 17)]",Alternate Carbon Metabolism,acetyl-CoA synthase (propionate),,['Rv3667'],atp_c + coa_c + ppa_c --> amp_c + ppcoa_c + ppi_c
ACYSBMNt,,,"[(1.0, 17)]",Transport,ACYSBMNt,,[],acysbmn_c <=> acysbmn_e
ADCPS1,,,"[(1.0, 17)]",Cofactor and Prosthetic Group Biosynthesis,ADCPS1,,['Rv2236c'],adcobhex_c + appl_c + atp_c --> adocbi_c + adp_c + h_c + pi_c
ADCYRS,,,"[(1.0, 17)]",Cofactor and Prosthetic Group Biosynthesis,adenosylcobyric acid synthase (glutamine-hydrolysing),,['Rv0255c'],adcobdam_c + 4.0 atp_c + 4.0 gln__L_c + 4.0 h2o_c --> adcobhex_c + 4.0 adp_c + 4.0 glu__L_c + 4.0 h_c + 4.0 pi_c
ADNK4,,,"[(1.0, 17)]",Nucleotide Salvage Pathway,ADNK4,,['Rv2202c'],adn_c + dgtp_c --> amp_c + dgdp_c + h_c
ADOCBIK,,,"[(1.0, 17)]",Cofactor and Prosthetic Group Biosynthesis,Adenosyl cobinamide kinase,,['Rv0254c'],adocbi_c + atp_c --> adocbip_c + adp_c + h_c
ADOCBLS,,,"[(1.0, 17)]",Cofactor and Prosthetic Group Biosynthesis,Adenosylcobalamin 5'-phosphate synthase,,['Rv2208'],agdpcbi_c + rdmbzi_c --> adocbl_c + gmp_c + h_c
AGDC,,,"[(1.0, 17)]",Alternate Carbon Metabolism,N-acetylglucosamine-6-phosphate deacetylase,,['Rv3332'],acgam6p_c + h2o_c --> ac_c + gam6p_c
ALAD_L,,,"[(1.0, 17)]","Alanine, Aspartate, and Glutamate Metabolism",L-alanine dehydrogenase,['Rv2780'],['Rv2780'],ala__L_c + h2o_c + nad_c --> h_c + nadh_c + nh4_c + pyr_c
ALDD1,,,"[(1.0, 17)]",Redox Metabolism,ALDD1,,"['Rv2259', 'Rv1895', 'Rv3045']",fald_c + h2o_c + nad_c --> for_c + 2.0 h_c + nadh_c
ALDD2x,,,"[(1.0, 17)]",Glycolysis/Gluconeogenesis,"aldehyde dehydrogenase (acetaldehyde, NAD)",,"['Rv3293', 'Rv0768', 'Rv0147', 'Rv0458']",acald_c + h2o_c + nad_c --> ac_c + 2.0 h_c + nadh_c
AMID4,,,"[(1.0, 17)]",Other Amino Acid Metabolism,AMID4,,"['Rv3175', 'Rv2363', 'Rv2888c', 'Rv3375', 'Rv1263']",ad_c + h2o_c --> ac_c + nh4_c
ARB_Dabc,,,"[(1.0, 17)]",Transport,ARB Dabc,,[],arab__D_e + atp_c + h2o_c --> adp_c + arab__D_c + h_c + pi_c
ARBabc,,,"[(1.0, 17)]",Transport,ARBabc,,[],arab__L_e + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c
ARBt2r,,,"[(1.0, 17)]",Transport,ARBt2r,,[],arab__L_e + h_e <=> arab__L_c + h_c
ARGDr,,,"[(1.0, 17)]",Arginine and Proline Metabolism,arginine deiminase,,['Rv1001'],arg__L_c + h2o_c --> citr__L_c + nh4_c
ASNN,,,"[(1.0, 17)]","Alanine, Aspartate, and Glutamate Metabolism",L-asparaginase,,['Rv1538c'],asn__L_c + h2o_c --> asp__L_c + nh4_c
ASP1DC,,,"[(0.9999999999986403, 2), (0.9999999999986396, 1), (0.9999999999983471, 1), (0.9999999999986398, 1), (0.9999999999983846, 1), (0.99999999999864, 1), (0.9999999999986385, 1), (0.9999999999976956, 1), (0.9999999999986381, 1), (0.9999999999986373, 1), (0.9999999999986549, 1), (0.9999999999986545, 1), (1.0, 1), (0.9999999999985825, 1), (0.9999999999988204, 1), (0.9999999999986394, 1)]","Alanine, Aspartate, and Glutamate Metabolism",aspartate 1-decarboxylase,,['Rv3601c'],asp__L_c + h_c --> ala__B_c + co2_c
AST,,,"[(1.0, 17)]",Arginine and Proline Metabolism,Arginine succinyltransferase,,[],arg__L_c + succoa_c --> coa_c + h_c + sucarg_c
BALAt2r,,,"[(7.301936832959655e-13, 17)]",Transport,BALAt2r,,['Rv0522'],ala__B_e + h_e <=> ala__B_c + h_c
BMNMSHS,,,"[(1.0, 17)]",Redox Metabolism,BMNMSHS,,['none'],bmn_c + msh_c --> bmnmsh_c + 2.0 h_c
BMNt,,,"[(1.0, 17)]",Transport,BMNt,,['none'],bmn_c <=> bmn_e
BTS3r,,,"[(1.0, 17)]",Cofactor and Prosthetic Group Biosynthesis,Biotin synthase,,['Rv1589'],dtbt_c + 2.0 s_c <=> btn_c + h2s_c
CAATPS,,,"[(1.0, 17)]",Transport,CAATPS,,['Rv0107c'],atp_c + 2.0 ca2_c + h2o_c --> adp_c + 2.0 ca2_e + h_e + pi_c
CAt4,,,"[(1.0, 17)]",Transport,calcium transport in/out via proton antiporter,,['Rv1607'],ca2_c + h_e <=> ca2_e + h_c
CDAPPA160,,,"[(1.0, 17)]",Glycerophospholipid metabolism,CDP-Diacylglycerol pyrophostatase (n-C16:0),,['Rv2289'],cdpdhdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa160_c
CDAPPA160190,,,"[(1.0, 17)]",Glycerophospholipid metabolism,"CDP-Diacylglycerol pyrophostatase (C16:0, C19:0)",,['Rv2289'],cdpc16c19g_c + h2o_c --> cmp_c + 2.0 h_c + pa160190_c
CDAPPA190,,,"[(1.0, 17)]",Glycerophospholipid metabolism,CDAPPA190,,['Rv2289'],cdpc19c19g_c + h2o_c --> cmp_c + 2.0 h_c + pa190190_c
CDPPT160,,,"[(1.0, 17)]",Glycerophospholipid metabolism,CDPPT160,,['Rv2612c'],cdpdhdecg_c + inost_c --> cmp_c + h_c + ptd1ino160_c
